Photo;Date and Time;Exp. Time;F/Stop;Exp. Program;Exp. Bias;Metering Mode;Light Source;Flash;Focal Length;Focal Length (35 mm);ISO Speed;Orientation;Dimensions;File Size;Path;Tags
IMG_0098;03/05/2018  17:17:39;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;181 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0098.JPG;placeID: 82
IMG_0097;03/05/2018  17:17:39;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;170 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0097.JPG;placeID: 82
IMG_0099;03/05/2018  17:17:40;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;189 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0099.JPG;placeID: 82
IMG_0100;03/05/2018  17:17:41;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;302 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0100.JPG;placeID: 82
IMG_0102;03/05/2018  17:17:42;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;452 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0102.JPG;placeID: 82
IMG_0101;03/05/2018  17:17:42;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;489 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0101.JPG;placeID: 82
IMG_0103;03/05/2018  17:17:43;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;443 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0103.JPG;placeID: 82
IMG_0105;03/05/2018  17:17:44;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;269 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0105.JPG;placeID: 82
IMG_0104;03/05/2018  17:17:44;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;336 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0104.JPG;placeID: 82
IMG_0106;03/05/2018  17:17:45;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;291 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0106.JPG;placeID: 82
IMG_0108;03/05/2018  17:17:46;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;434 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0108.JPG;placeID: 82
IMG_0107;03/05/2018  17:17:46;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;358 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0107.JPG;placeID: 82
IMG_0109;03/05/2018  17:17:47;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;404 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0109.JPG;placeID: 82
